feature_name,dose,pvalue,tstat,fc
M234T342,1,0.543665863,-0.649414747,0.93078854
M234T471,1,0.320151249,1.045410838,1.194214868
M234T39,1,0.051559201,2.345020134,1.54545171
M234T519,1,0.469964933,-0.774181368,0.923827188
M234T537,1,0.859105719,-0.181640056,0.968494576
M234T321,1,0.220201433,-1.324075019,0.918669543
M235T27_1,1,0.028094767,-2.741295995,0.686205507
M235T401,1,0.804154206,-0.259039626,0.96759078
M235T578,1,0.605127989,0.547394301,1.080970399
M235T427,1,0.56210234,-0.602479756,0.894077789
M235T439,1,0.240614103,1.36921958,1.535399377
M235T367,1,0.007826775,-3.264966681,0.726068788
M235T452,1,0.901738536,0.126751526,1.022390399
M235T248,1,0.086545272,2.017773445,1.979654255
M235T414,1,0.259740367,1.333673499,1.270742558
M235T436,1,0.344663845,1.065408021,1.663273763
M235T534,1,0.929486483,-0.093763057,0.985804954
M235T549,1,0.041858654,2.431001829,1.221686731
M235T561,1,0.479307038,0.766121885,1.037519699
M235T52,1,0.973372091,0.035011678,1.020543065
M235T83,1,0.947367433,-0.067313221,0.993739489
M235T321,1,0.183274961,-1.409757474,0.896091694
M235T390,1,0.007572217,4.27523339,1.669656854
M236T297,1,0.1877618,-1.436585156,0.8167277
M236T380,1,0.053384712,-2.301371811,0.720444323
M236T466,1,0.002838954,3.839937481,1.133558056
M236T50,1,0.629840371,0.51498049,1.198791039
M236T527,1,0.11610448,-1.720553184,0.654236568
M236T549,1,0.843233851,-0.206991246,0.95943854
M236T342,1,0.569938263,-0.606480326,0.955722167
M236T390_1,1,0.017954604,3.493716042,1.787907919
M236T390_2,1,0.007763668,4.303106131,1.686942497
M237T578,1,0.397668715,0.878514361,1.045683472
M237T297_2,1,0.518590434,-0.679647294,0.938550992
M237T572,1,0.754902479,0.329810736,1.020256515
M237T68,1,0.161852838,1.541832169,1.177689882
M237T544,1,0.365272261,-0.989308911,0.909736149
M237T525,1,0.43676124,0.805297487,1.128577287
M237T367,1,0.064930472,-2.019699015,0.805766919
M237T39,1,0.251536649,1.28999107,1.372207331
M237T362,1,0.816019383,-0.2437292,0.943922067
M237T248,1,0.172470368,1.515731564,1.762056746
M237T401,1,0.755011832,0.329483932,1.058077779
M237T443,1,0.260613361,-1.244045933,0.719729133
M237T390,1,0.042720759,2.802509943,1.846017676
M238T408_1,1,0.959481026,-0.052889601,0.994960081
M238T73,1,0.005550757,-3.793536141,0.876451639
M238T68,1,0.385980387,0.899376131,1.084038242
M238T74,1,0.678769662,0.442631052,1.146600991
M238T408_2,1,0.237134085,1.316131294,1.587716839
M238T481,1,0.769375181,0.302345931,1.094099549
M239T444,1,0.063409613,2.164545909,1.211002168
M239T68_1,1,0.630350622,0.523041862,1.226124341
M239T68_2,1,0.498288423,0.718107617,1.127076283
M239T68_3,1,0.230444871,1.307638154,1.155899389
M239T485,1,0.056081128,2.516662278,1.636579324
M239T544,1,0.843732822,-0.202595152,0.988137493
M239T248,1,0.773300126,0.298002279,1.105902526
M239T322,1,0.417079818,0.838443866,1.084465178
M239T492,1,0.898219563,0.133894305,1.017729179
M239T579,1,0.54126155,0.661169373,1.066539847
M239T397,1,0.713922829,-0.380217017,0.940110415
M239T341,1,0.214581598,1.356770967,1.11316495
M240T68,1,0.08606862,2.078056229,1.26392171
M240T54,1,0.364341674,-1.003018297,0.849767771
M240T474,1,0.582336639,-0.574270369,0.943938108
M240T310,1,0.916476407,-0.108901894,0.987542536
M240T305,1,0.628441491,0.510502758,1.046632255
M240T342,1,0.916054156,0.108024676,1.006302822
M240T429,1,0.179955242,-1.504673063,0.871353217
M240T33,1,0.056650047,-2.223109691,0.847484855
M240T70,1,0.010184876,-3.238739208,0.842627429
M240T397,1,0.358057941,-1.023910267,0.809253449
M240T284,1,0.178218577,1.495492097,1.230836813
M240T362_1,1,0.097892026,2.07532863,1.29579852
M240T35,1,0.134698303,1.749525153,1.344756875
M240T444,1,0.064027555,-2.038655713,0.698942321
M241T578,1,0.94456967,0.071586722,1.007999666
M241T68,1,0.295122861,1.115806449,1.121310164
M241T542_1,1,0.421890965,0.834066737,1.079325729
M241T54,1,0.695150595,-0.417637295,0.934816687
M241T457_1,1,0.463864419,0.796047272,1.20310262
M241T542_2,1,0.059006377,2.095746902,1.175854463
M241T542_4,1,0.594335752,0.550172793,1.056504532
M241T500,1,0.630823368,-0.493126832,0.927125424
M241T488,1,0.050634877,2.160235813,1.333572526
M241T74,1,0.673583695,0.446236726,1.032009894
M241T87,1,0.240278812,1.350397716,1.843027054
M241T284,1,0.192851826,1.451584998,1.239042139
M241T491,1,0.037053328,-2.649787621,0.829375531
M241T529_1,1,0.602145792,-0.535382867,0.899424916
M241T426,1,0.046473886,2.210596904,1.259963707
M241T529_4,1,0.866803773,-0.171077254,0.987380787
M241T541,1,0.844063723,0.200862988,1.019321932
M241T520,1,0.163366354,1.551457629,1.37254381
M241T529_5,1,0.873865726,-0.164405106,0.98173106
M241T529_6,1,0.448272289,-0.791068641,0.868018678
M241T402,1,0.989265916,-0.014094179,0.998474548
M241T457_2,1,0.663898111,-0.444994525,0.967250718
M241T529_8,1,0.945959532,0.071419037,1.024569834
M241T506,1,0.59795641,-0.562114763,0.897134758
M242T27,1,0.000697378,-4.816506215,0.521859686
M242T437,1,0.057012114,-2.298393293,0.783710886
M242T339_1,1,0.140977628,-1.648882226,0.809793421
M242T544,1,0.658137752,0.473335129,1.041504119
M242T339_2,1,0.002002412,-4.344697993,0.822745227
M242T339_3,1,0.029358128,-2.53077678,0.609612271
M242T68,1,0.210370412,1.333975636,1.15632325
M242T339_4,1,0.126145444,-1.673276741,0.893448921
M242T542,1,0.086980285,1.867581727,1.158334537
M242T74_1,1,0.886465575,0.146140215,1.014621935
M242T328,1,0.629655132,-0.498919915,0.907915614
M242T406,1,0.107180014,-1.833171625,0.882606567
M242T29_1,1,0.002162859,-6.369976409,0.481928628
M242T525,1,0.089271774,2.086238261,1.29389722
M242T74_2,1,0.278996313,-1.161374814,0.775511471
M242T102,1,0.000306373,6.205615237,1.710249522
M242T410,1,0.005000565,5.196559957,2.43381432
M242T220,1,0.002225425,5.145359885,1.838746292
M242T146,1,0.226898306,1.685382069,4.838967826
M242T529_1,1,0.822707393,-0.228785848,0.983111075
M242T529_2,1,0.818564976,-0.234111529,0.982274604
M242T458,1,0.712565403,0.409419116,1.056849903
M242T402,1,0.841325692,-0.210452025,0.965992073
M242T457,1,0.613465748,0.533916709,1.057069331
M243T536_1,1,0.946564664,-0.068390177,0.995973818
M243T33,1,0.027617813,-2.490892391,0.753097199
M243T61,1,0.001657053,-4.080703491,0.689226391
M243T327,1,0.01150818,-2.954073275,0.67071787
M243T69,1,0.264601069,-1.172798791,0.946000554
M243T73,1,0.031798116,-2.885922245,0.885600238
M243T339_1,1,0.026184677,-2.719598237,0.814497541
M243T544,1,0.393162195,0.936822827,1.069338558
M243T339_2,1,0.002605668,-4.136966932,0.819479697
M243T68_1,1,0.358925824,-1.033333526,0.844021657
M243T68_2,1,0.240892292,1.261533322,1.145292186
M243T470,1,0.402912097,-0.86729931,0.928350082
M243T86,1,0.054301756,-2.338026938,0.743172511
M243T542_1,1,0.062954657,2.04546236,1.177455113
M243T54_1,1,0.225339885,-1.415570748,0.80119302
M243T542_2,1,0.146924225,1.545090589,1.149804402
M243T332,1,0.752293653,0.359212218,1.258424089
M243T438,1,0.767445302,0.309185495,1.026113345
M243T312,1,0.127055474,1.847584606,2.027496531
M243T102,1,0.000591522,5.762023347,1.673652875
M243T525,1,0.030927169,2.649376285,1.316621197
M243T30_1,1,0.326869406,1.112217603,4.657944257
M243T142,1,0.489857346,0.732904343,1.19559997
M243T521,1,0.745714326,-0.332232804,0.963218875
M243T529,1,0.884249247,0.148532511,1.011775606
M243T536_3,1,0.450114101,-0.787103538,0.93147084
M243T443_2,1,0.021189349,3.694807329,1.860008864
M244T33,1,0.09724363,-2.402674224,0.742341027
M244T73,1,0.036061372,-2.38822491,0.911288652
M244T544_1,1,0.911859733,0.116922138,1.010706006
M244T339_1,1,0.003701914,-4.014187629,0.822084985
M244T339_2,1,0.062702442,-2.106236591,0.866919762
M244T544_2,1,0.869355307,0.173663944,1.02567704
M244T339_3,1,0.130769189,-1.687649094,0.741049963
M244T342,1,0.534958016,-0.646214747,0.946875887
M244T545,1,0.759251368,0.322141809,1.04628935
M244T542,1,0.070301547,1.998151089,1.169431673
M244T54,1,0.037101731,-2.491317606,0.671599828
M244T408,1,0.785932308,-0.288492618,0.96111415
M244T328_3,1,0.84773885,0.200049831,1.046243493
M244T328_4,1,0.00678322,-3.221302142,0.808606096
M244T102,1,0.002185664,5.942003056,2.335829888
M244T471,1,0.683447106,0.42107896,1.031986708
M244T529,1,0.615885979,-0.514148041,0.945766319
M244T307,1,0.07462396,-2.087947113,0.817196522
M244T69,1,0.366522659,0.968462774,1.253250103
M244T504,1,0.074701887,1.961772108,1.146945483
M244T523,1,0.278971863,1.212249734,1.228043019
M245T308,1,0.287306101,-1.142599532,0.933419052
M245T309,1,0.774067878,0.316728737,1.066285536
M245T73,1,0.001013435,-4.610059749,0.547562638
M245T435,1,0.492959115,0.732168657,1.274827756
M245T339_2,1,0.010115391,-3.554844487,0.820234371
M245T544,1,0.954760293,-0.059502715,0.991088232
M245T54_1,1,0.042534941,-2.681883213,0.736601667
M245T49,1,0.002397134,-4.233146864,0.724522894
M245T380,1,0.779154612,-0.287666941,0.988949231
M245T68,1,0.011217241,3.10105418,1.420321877
M245T542,1,0.864481083,0.174166054,1.019746596
M245T54_2,1,0.050392296,-2.447378005,0.770607452
M245T545,1,0.921113674,-0.104034951,0.981254458
M245T74,1,0.666268141,0.469394947,1.244056291
M245T427_1,1,0.973450489,-0.034414623,0.996180932
M245T332_1,1,0.86382869,-0.180402736,0.944374244
M245T538,1,0.419529115,0.8618132,1.152382869
M245T427_2,1,0.699548295,-0.394674903,0.916949535
M245T332_2,1,0.235902414,1.369680358,1.196510569
M245T408,1,0.661885926,-0.468434594,0.947113623
M245T50,1,0.529854166,-0.652986159,0.886452156
M245T328_1,1,0.00221853,-3.799755829,0.77338421
M245T69,1,0.638957765,0.490604058,1.120294398
M245T328_2,1,0.009024761,-3.069831533,0.810057019
M245T418_1,1,0.394716887,-0.914282233,0.807158999
M245T30_1,1,0.149021175,-1.601550814,0.635849781
M245T471,1,0.819232522,-0.238641458,0.964640292
M245T402,1,0.746740573,0.341658252,1.038905902
M245T345,1,0.073951402,-2.036907675,0.847824181
M245T56,1,0.011853614,3.803547563,2.931474973
M245T307,1,0.063075208,-2.252706826,0.790913199
M245T412,1,0.209971554,1.474245248,1.811383242
M245T418_2,1,0.805236971,0.261111905,1.061582142
M245T301,1,0.801285139,0.259470859,1.016781169
M246T341,1,0.759737929,0.343847672,1.101221004
M246T413,1,0.807859901,0.24819932,1.024917388
M246T131,1,0.236765583,-1.249336996,0.812784635
M246T339_1,1,0.012927825,-3.692797173,0.826415691
M246T544,1,0.227070721,-1.351692697,0.78199658
M246T339_2,1,0.877366621,-0.164750279,0.974613063
M246T68,1,0.658271161,0.47028647,1.079998999
M246T380,1,0.003695368,-3.903388477,0.74526012
M246T545,1,0.349191983,1.009904948,1.18592575
M246T426_1,1,0.940955818,0.076081512,1.008046232
M246T476,1,0.536498682,0.648370023,1.220624011
M246T418,1,0.143425775,-1.598479818,0.671689417
M246T396,1,0.693351618,-0.410544648,0.935270132
M246T328,1,0.017258492,-2.736912466,0.818475293
M246T88,1,0.820638498,0.250928355,1.08716119
M246T69,1,0.500416078,0.710427723,1.171656036
M246T505,1,0.024432824,2.764860925,1.7761604
M246T360,1,0.921142623,0.104128799,1.036525715
M246T306,1,0.866688227,-0.171261992,0.964630637
M246T381,1,0.127994328,-1.635278431,0.899526933
M246T448,1,0.004576866,-3.763121254,0.711948678
M246T538,1,0.00391507,3.506323283,1.664172551
M246T56,1,0.012939569,-2.930852917,0.558234969
M246T426_2,1,0.090932987,2.544266937,1.355508116
M246T345,1,0.230733719,-1.292372893,0.86703003
M246T523,1,0.010181242,3.356387224,1.338959754
M246T412_1,1,0.215079318,1.454897854,1.855783227
M246T412_2,1,0.224996751,1.418848774,1.816186762
M246T522_1,1,0.810182683,0.249173426,1.020950819
M246T522_2,1,0.396362549,0.90685173,1.154488388
M246T27,1,0.000536787,5.73586356,2.202030981
M247T308,1,0.227144855,-1.282476907,0.950519828
M247T380_2,1,0.251429435,-1.360535747,0.740706133
M247T132,1,0.923761134,-0.097805503,0.976186784
M247T80,1,0.286409902,-1.128596562,0.835056968
M247T518,1,0.533172436,0.698138864,1.576735126
M247T52,1,0.327912845,-1.204228966,0.667120946
M247T339,1,0.17633313,-1.508240697,0.696711867
M247T31,1,0.995403396,0.005959513,1.002052415
M247T547,1,0.227217531,-1.322237822,0.882789752
M247T69,1,0.740779081,0.341885377,1.118850301
M247T309,1,0.516990332,-0.684967347,0.929373448
M247T495,1,0.036640121,-2.384305807,0.716713043
M247T148,1,0.025296663,2.846592389,1.29502017
M247T28_1,1,0.415831784,0.888000052,1.289675612
M247T328,1,0.140993161,-1.606436546,0.781725328
M247T408,1,0.491148816,-0.721505968,0.879755735
M247T306_2,1,0.935929499,-0.08197656,0.982496955
M247T452,1,0.600682431,-0.541901244,0.957898248
M247T381,1,0.391178619,-0.904670968,0.920878066
M247T527,1,0.005106178,3.964946591,1.383168807
M247T422,1,0.347125985,0.97964936,1.192179074
M247T538,1,0.011756406,2.975743642,1.513951032
M247T522_1,1,0.767195758,0.308054088,1.028652821
M247T522_2,1,0.871798831,0.167283249,1.015652216
M247T385,1,0.563055769,0.636519143,1.462963943
M247T575,1,0.814688579,0.242279341,1.041178281
M247T329,1,0.541215147,0.652682424,1.220065764
M248T413,1,0.800448693,-0.258472511,0.963858226
M248T435,1,0.297808114,1.141938142,1.118674313
M248T55,1,0.001701779,-4.109544456,0.590531241
M248T447,1,0.102678378,-1.793458223,0.868169936
M248T531,1,0.235904956,-1.271957597,0.914139914
M248T513,1,0.908582351,-0.118951548,0.991169729
M248T488,1,0.565195039,0.60856056,1.076442986
M248T36,1,0.545403498,-0.623855861,0.865959723
M248T547,1,0.04657711,-2.366070428,0.811903031
M248T495,1,0.150588223,-1.583449897,0.76364936
M248T492,1,0.304842821,1.167416243,1.142169022
M248T452,1,0.718173352,-0.392765739,0.931716709
M248T410_2,1,0.534082305,0.663713434,1.116235625
M248T521,1,0.093280387,1.935702279,1.125433603
M248T410_3,1,0.27128382,1.307318028,1.438533887
M248T522,1,0.806594062,0.254113814,1.037558902
M249T308,1,0.391569477,-0.889108734,0.936240995
M249T54,1,0.893484311,-0.140542039,0.980881624
M249T380,1,0.01701518,-2.827113576,0.88737071
M249T447,1,0.026389569,-2.589513519,0.699564917
M249T488,1,0.67259245,0.445777953,1.083498518
M249T36_1,1,0.591810531,-0.551977703,0.875555156
M249T358,1,0.058753035,2.421505647,2.102951067
M249T521,1,0.377843182,-0.923115766,0.918796374
M249T156,1,0.696166834,-0.414343582,0.955741719
M249T432,1,0.367520307,-0.936665487,0.903229223
M249T504,1,0.011961284,3.251031642,1.435578163
M249T492,1,0.216165629,1.460324024,1.185696149
M249T310,1,0.55274487,0.637043701,1.157291809
M249T410_1,1,0.214787227,1.395817413,1.395856235
M249T410_2,1,0.511654305,0.705763703,1.125307934
M250T61,1,0.141458981,-2.02301015,0.619632426
M250T297,1,0.017179291,-2.789058398,0.88388866
M250T380,1,0.269499307,1.191675083,1.213522891
M250T447,1,0.170057891,-1.454904588,0.890213577
M250T456,1,0.675858063,0.434339492,1.127311279
M250T436,1,0.331036239,1.103263481,1.967266301
M250T239_1,1,0.466757502,-0.757430951,0.9641395
M250T531,1,0.733861148,-0.351093356,0.964614003
M250T58,1,0.215263541,-1.388346724,0.751241943
M250T521,1,0.307374106,-1.074484686,0.886969307
M250T408,1,0.096198174,2.064943873,1.567792488
M250T504_1,1,0.724765093,0.368077241,1.066768862
M250T504_2,1,0.029249459,2.473589641,1.280501623
M250T492,1,0.338296025,1.066407586,1.136886049
M250T318,1,0.610129233,-0.525118664,0.906357056
M250T342,1,0.790097127,-0.277579499,0.969921446
M250T410,1,0.731108022,0.364271281,1.094220643
M251T578,1,0.5548642,-0.609077441,0.976230011
M251T73,1,0.037276593,-2.811904515,0.663572348
M251T483,1,0.192028129,-1.385722872,0.810252208
M251T418,1,0.390364733,-0.888636852,0.80749025
M251T239_1,1,0.46676948,0.762166634,1.064015312
M251T239_2,1,0.685417033,-0.421504213,0.974234392
M251T29_1,1,0.29926842,1.3641177,2.786526051
M251T91,1,0.236297403,-1.247678452,0.767116018
M251T29_2,1,0.711500658,0.379699446,1.088372754
M251T469,1,7.76E-07,8.841281083,1.749278918
M251T504,1,0.150435344,1.548032007,1.243890241
M251T522,1,0.080213676,-1.979643061,0.686217638
M251T476,1,0.314327284,1.115802708,1.169405826
M251T39_1,1,0.205994482,1.428300322,1.266584116
M251T400,1,0.60728561,0.530034074,1.042715191
M251T407,1,0.502656454,0.696120699,1.073297642
M251T470,1,0.296694365,-1.133154246,0.62009057
M251T30_2,1,0.028658283,-2.639648124,0.805177168
M252T380,1,0.080801522,-2.048504807,0.858931595
M252T74,1,0.9316417,0.091454888,1.020020709
M252T68,1,0.271382777,-1.304985603,0.696939617
M252T342,1,0.659070098,-0.458384904,0.938796757
M252T418,1,0.38260368,-0.903683997,0.855508965
M252T239,1,0.871184942,0.168796623,1.024760077
M252T454,1,0.191489059,-1.39534292,0.84182761
M252T29_1,1,0.158067634,-1.548605012,0.844883968
M252T91_2,1,0.271913877,-1.152879109,0.773398377
M252T492,1,0.916303659,-0.109493354,0.99010102
M252T521,1,0.03882429,2.461859761,1.684137859
M252T400,1,0.921016683,0.101363141,1.008533336
M252T470,1,0.122714523,-1.66823249,0.593893993
M253T412,1,0.631103067,-0.532015971,0.884347152
M253T297,1,0.417121252,-0.924497172,0.786864245
M253T61,1,0.004164603,-3.540684981,0.71469708
M253T380,1,0.03452823,-2.414988398,0.861775347
M253T493,1,0.555402161,0.606979553,1.142581294
M253T418,1,0.189410785,-1.384889633,0.756988204
M253T439,1,0.110368022,1.992435438,1.506164624
M253T40,1,0.366893326,1.012088753,1.80783619
M253T359,1,0.004737308,4.224760566,2.143938172
M253T36_1,1,0.996361182,0.004667782,1.00108207
M253T91,1,0.195396442,-1.377354146,0.712182236
M253T528,1,0.88649237,0.148494919,1.01543136
M253T341,1,0.683009625,0.429866158,1.052421103
M253T29_1,1,0.238511585,1.333410875,1.537742115
M253T115,1,0.162053222,1.608141212,1.66253092
M253T521,1,0.870157447,-0.176979943,0.929863538
M253T480,1,0.005318364,-3.506302809,0.821017103
M253T36_3,1,0.027312905,3.139225098,2.017375885
M254T380_1,1,0.232991369,-1.548211999,0.734460826
M254T67,1,0.035924879,2.801396102,1.571586961
M254T367_1,1,0.584306353,0.621848672,1.136047209
M254T487,1,0.64436209,-0.489448284,0.916642548
M254T74,1,0.777227172,0.306325266,1.175033136
