feature_name,dose,pvalue,tstat,fc
M698T534,1,0.588124066,0.56302846,1.034852146
M698T491,1,0.095145546,1.884107587,1.395928939
M699T491,1,0.810800284,0.246628611,1.058944245
M699T531,1,0.741568475,0.343167486,1.016646389
M700T527,1,0.852732714,-0.197047295,0.979413251
M700T534,1,0.069063377,-2.019882521,0.894580898
M701T337,1,0.31272502,1.051188168,1.070788837
M701T534,1,0.928632712,-0.093148974,0.991184204
M701T303,1,0.011004665,-3.028098571,0.780693091
M701T336,1,0.083289911,-1.941580308,0.91005299
M702T275,1,3.68E-07,-9.636712243,0.512649116
M702T534,1,0.980306849,-0.025696215,0.996298622
M703T275_1,1,7.23E-07,-9.258201492,0.517600215
M703T337,1,0.886754874,0.145975826,1.01347964
M703T534,1,0.940289581,0.077524446,1.016882451
M703T303,1,0.389750855,-0.914504578,0.892512721
M703T341,1,0.118631479,-1.861081846,0.747856432
M703T26_2,1,0.002487153,-3.81640142,0.54962938
M703T275_2,1,0.17816585,-1.441022639,0.85085211
M704T275_1,1,0.011084125,-3.161121038,0.810523583
M704T275_2,1,0.114240712,-1.737494362,0.887926566
M704T275_3,1,0.135801266,-1.666644584,0.848139553
M704T275_4,1,0.220331042,-1.334614106,0.897273172
M704T275_5,1,0.599722032,-0.545212104,0.926241333
M704T275_6,1,0.780531237,-0.293345176,0.962679103
M704T397,1,0.100707647,-1.918531085,0.947734979
M704T534,1,0.329165429,1.03201335,1.139959495
M704T26_2,1,0.004423872,-3.439346105,0.449314329
M705T231,1,0.023121125,-2.657224671,0.712862714
M705T275_2,1,0.137446238,-1.621799157,0.894126816
M705T275_3,1,0.824980842,-0.232450546,0.972062818
M705T275_4,1,0.274360163,-1.199024562,0.864886299
M705T398,1,0.544313155,-0.666449291,0.921482034
M706T275,1,0.170966219,-1.487960204,0.898919301
M706T269,1,0.01214213,-2.919781953,0.649706828
M707T232,1,0.93400556,0.084536794,1.010333232
M707T26,1,0.502151218,-0.71745009,0.85040836
M707T230,1,0.001363877,-4.262170684,0.579571081
M707T275,1,0.186944747,-1.419917074,0.908170675
M707T269,1,0.011634747,-2.938220962,0.654151939
M707T531,1,0.580169938,0.586110037,1.05000123
M707T312,1,0.23775639,-1.29606434,0.896000762
M708T232,1,0.626745467,-0.499020449,0.9437573
M708T26,1,0.627657771,-0.522421412,0.85808573
M708T275,1,0.102281236,-1.834322623,0.864194826
M708T269,1,0.017617093,-2.716891757,0.634109631
M708T474,1,0.009385819,-3.405717076,0.793832395
M709T232,1,0.983368183,-0.02129383,0.996979094
M709T26,1,0.252653547,1.308094326,1.628916585
M711T339,1,0.651879706,-0.473594981,0.955558164
M711T542_1,1,0.220055493,1.304607645,1.46084346
M711T68,1,0.245580579,1.240307944,1.366306112
M711T542_2,1,0.31111734,1.062883894,1.368420285
M712T276,1,0.928993698,0.095004501,1.021188932
M712T542_1,1,0.33881453,1.005813515,1.390458908
M712T68,1,0.175172083,1.906977129,1.882133059
M712T542_2,1,0.855860281,-0.188225683,0.931223574
M713T338,1,0.2233306,1.301900337,1.18078662
M715T473,1,0.84826347,-0.203151641,0.976604704
M716T274,1,2.11E-05,-6.712423898,0.580731875
M716T535,1,0.798394319,0.266739823,1.015588504
M717T274,1,2.64E-05,-6.572988523,0.458401236
M718T285,1,6.10E-06,-7.937723134,0.427401588
M718T274,1,0.937227558,0.081230537,1.005776201
M719T230,1,0.011184837,-2.957292573,0.675002488
M719T274,1,0.314259325,1.063085289,1.065348074
M720T230,1,0.01987427,-2.674764372,0.597673936
M720T285,1,0.038674515,2.347308727,1.158567331
M720T224,1,0.15919731,-1.582765965,0.669606223
M720T274,1,0.909913541,0.117202477,1.014763662
M721T231,1,0.664750552,0.454751943,1.101169869
M721T285,1,0.001870745,3.894252562,1.299410285
M721T229,1,0.179993866,-1.420119843,0.865902399
M721T532,1,0.828663493,-0.229907728,0.970549723
M721T54,1,0.93825621,-0.08192343,0.983187441
M722T231,1,0.416463369,-0.840822003,0.886230101
M722T285,1,0.001758804,4.983531725,1.78575938
M722T229,1,0.013602048,-2.98748992,0.757810445
M723T231,1,0.839674029,0.207440929,1.037157516
M723T229,1,0.017388899,-2.957673017,0.725299276
M724T275,1,4.57E-07,-9.306311396,0.535360195
M725T275,1,0.001610368,-6.94771823,0.386072163
M726T275,1,0.452957507,-0.800978877,0.955665733
M727T275,1,0.21595494,-1.327070371,0.935104539
M727T68,1,0.174264237,1.475223173,1.528368425
M728T275,1,0.403313134,-0.889100662,0.910412149
M728T272,1,0.145714436,-1.55372228,0.879379822
M729T272,1,0.098042816,-1.782710489,0.876832182
M729T531,1,0.459468491,0.77307652,1.069463582
M730T273,1,1.93E-05,-7.149335137,0.583429595
M730T275,1,0.071850315,-2.102553931,0.756121421
M730T539,1,0.191557397,1.46117324,1.316106199
M731T229,1,0.968416911,-0.041608477,0.991624701
M731T222,1,0.189577397,-1.430651803,0.904186442
M731T273,1,2.12E-05,-7.047369441,0.59426853
M731T275_2,1,0.980271149,-0.02538802,0.998040399
M731T54,1,0.891621631,-0.144291968,0.974223845
M732T275,1,0.654727628,0.467309593,1.068384178
M732T229,1,0.051071408,-2.166623725,0.794168639
M732T273,1,0.217455919,-1.312999077,0.867809351
M733T229,1,0.008111608,-3.121416075,0.677556959
M733T273,1,0.177964896,-1.44065894,0.859663132
M734T229,1,0.022233941,-2.653742431,0.705522827
M734T221,1,0.048480347,-2.613167144,0.666227415
M734T273,1,0.162282631,-1.504258678,0.855273445
M734T268,1,0.009146374,-3.112411992,0.410554491
M734T230,1,0.418502385,0.855113963,1.184809678
M735T230_1,1,0.362801973,0.986751437,1.139051114
M735T222,1,0.286885351,-1.161043016,0.971672385
M735T273,1,0.432284775,-0.825742694,0.874121901
M735T230_2,1,0.150126821,1.530640007,1.20930178
M735T579,1,0.316146083,1.047820031,1.051055734
M736T230,1,0.823604991,0.233458637,1.035422155
M737T230,1,0.935277504,0.084887545,1.011814654
M737T222,1,0.956900756,-0.055979396,0.996926286
M737T251,1,0.057306953,-2.20078891,0.628828969
M737T408,1,0.457720441,0.801988216,1.124718537
M738T230,1,0.986588138,0.017405174,1.00201367
M738T536,1,0.394153073,-0.927505927,0.785771485
M739T230,1,0.257788648,1.225349655,1.152265573
M741T535,1,0.155572076,1.62347846,1.328494324
M742T275,1,0.08493715,-2.04247419,0.916400784
M743T275,1,0.470714499,-0.764685198,0.953855209
M744T275,1,0.800456212,-0.266806103,0.953177508
M744T272,1,4.57E-07,-9.664138677,0.387469589
M745T228,1,0.598477241,0.546133687,1.090009752
M745T226,1,0.523233955,0.664445646,1.146607983
M745T272,1,3.11E-07,-10.23566718,0.246557504
M746T228,1,0.793893123,0.267805137,1.03868627
M746T177,1,0.025871836,2.845958098,1.562541311
M746T226,1,0.287382174,1.116654443,1.170875657
M746T272,1,0.07008192,-2.095739137,0.752839049
M746T538,1,0.27782033,1.14589762,1.524918777
M747T228,1,0.12714092,-1.65910445,0.820058254
M747T225,1,0.444090471,0.815984595,1.159362166
M747T272,1,0.082172587,-2.002894673,0.729360475
M747T538_1,1,0.237295509,1.247288277,1.535741093
M747T408,1,0.29125282,1.154748811,1.201986139
M747T538_2,1,0.906922669,-0.120567455,0.95360614
M748T228,1,0.142981745,-1.565200545,0.783247679
M748T225,1,0.459483999,0.777827191,1.149545163
M748T408,1,0.484068829,0.73373119,1.223500148
M749T146,1,0.201532318,1.382784539,1.186674535
M749T229,1,0.910692725,0.114849929,1.011888243
M749T226,1,0.045190453,2.315088508,1.298736205
M750T229,1,0.12883089,-1.649894472,0.850008045
M752T272,1,4.12E-05,-6.709307154,0.587185765
M753T230,1,0.336726124,1.036539498,1.222476268
M753T144,1,0.704771908,-0.406279008,0.929574009
M754T272,1,0.011632801,-2.934142271,0.808133197
M755T223,1,0.006092778,-3.404724736,0.727434765
M755T272,1,0.183467747,-1.420197579,0.845536382
M756T223,1,0.160297786,-1.537505223,0.683359888
M756T271,1,0.002157558,-3.887094488,0.692076193
M757T225,1,0.719019371,0.377601555,1.053623827
M757T271,1,0.00807627,-3.152952522,0.700362682
M758T226,1,0.794275289,-0.271118796,0.968851496
M758T271,1,4.76E-05,-6.02430385,0.577263455
M758T408,1,0.675896429,0.429841273,1.150747554
M758T227_1,1,0.676224635,-0.434336227,0.961178867
M758T227_2,1,0.035017717,2.921635713,1.304324422
M758T227_3,1,0.444223565,-0.793639839,0.907027856
M758T227_4,1,0.676205496,0.434353223,1.02530144
M759T227_1,1,0.448088472,0.843872008,1.126230992
M759T227_2,1,0.600476531,-0.537059758,0.962614528
M759T271,1,0.000112723,-5.636859609,0.585663176
M759T227_3,1,0.576826472,0.574890249,1.089668745
M759T227_4,1,0.904654518,-0.1246788,0.98549181
M759T305,1,0.062808199,2.375062893,1.917666724
M759T227_9,1,0.433239763,0.827521515,1.068274968
M759T227_10,1,0.243194196,1.280421514,1.109572039
M760T227_1,1,0.293588515,1.146558222,1.169979845
M760T227_2,1,0.457621636,-0.768537553,0.948286116
M760T267,1,0.054285696,2.770467767,1.571280486
M760T227_3,1,0.503927173,0.712401871,1.163089291
M760T271,1,0.292986718,1.156724218,1.178099217
M760T227_4,1,0.116457083,1.893026657,1.188071901
M760T227_5,1,0.728006808,0.360080372,1.05278684
M760T305,1,0.075314903,2.264867142,1.802393779
M761T226_1,1,0.01033027,-3.436300359,0.492191143
M761T226_2,1,0.751830854,-0.332410357,0.957855042
M761T271,1,0.239338275,1.321905671,1.250218749
M761T226_3,1,0.064794434,-2.051381917,0.823524653
M761T226_4,1,0.333522633,-1.039592634,0.848122094
M761T305,1,0.091964442,2.108095698,2.05122907
M762T226_1,1,0.475899124,-0.763656251,0.8778899
M762T275,1,0.258513395,-1.227602733,0.842574723
M762T271,1,0.15108059,1.657647373,1.32964031
M765T228,1,0.221574861,-1.306464903,0.907526039
M765T336,1,0.051504418,-2.144197372,0.810663333
M766T336,1,0.239581857,-1.235666132,0.876842632
M767T212,1,0.803110187,-0.260260787,0.966264613
M767T68,1,0.274307966,1.188941752,1.413287648
M767T336,1,0.118925429,-1.669792481,0.857022098
M768T212,1,0.132604203,-1.61404026,0.893525298
M768T68,1,0.339645106,1.138131368,1.175918926
M769T221,1,0.19171409,-1.45931261,0.868175141
M769T160,1,0.621196147,0.511011604,1.048374101
M769T218,1,0.218974559,-1.329084822,0.85673339
M770T221,1,0.102260193,-1.784486708,0.887625389
M770T160,1,0.100512709,1.867165348,1.32153935
M770T218,1,0.11116564,-1.828013229,0.816067168
M772T224,1,0.594266562,-0.547405164,0.929011357
M772T270,1,0.000106575,-6.022870146,0.567073871
M772T568,1,0.187418046,1.416029257,1.192878094
M773T230,1,0.074055156,-2.090897521,0.760860757
M773T229,1,0.911106526,-0.118202513,0.96449457
M773T225,1,0.209772816,-1.324863031,0.846226657
M773T212,1,0.571620038,0.598279687,1.081392053
M773T270,1,1.77E-05,-6.805370168,0.495409456
M774T225,1,0.734637098,0.347272645,1.034271596
M774T270,1,0.824081973,0.230172309,1.037874264
M775T232,1,0.732095786,-0.350744137,0.952968508
M775T247,1,0.159530302,1.642562284,1.445040651
M775T225,1,0.986831063,0.017248433,1.001761039
M775T270,1,0.797944612,0.263567593,1.04121253
M776T232,1,0.729112449,-0.384239052,0.901597069
M776T225,1,0.469165303,-0.754644874,0.8679774
M777T247,1,0.375481377,0.939111067,1.107705503
M779T68,1,0.956187794,-0.057058389,0.981471457
M780T266,1,0.316994909,-1.044741372,0.867712634
M781T227,1,0.125700058,2.300009467,1.189788226
M781T266,1,0.28172129,-1.171838192,0.778447857
M781T339,1,0.056194488,-2.265091587,0.721091012
M782T227,1,0.29042083,1.304802145,1.097052343
M782T56,1,0.001286687,5.624031546,3.620322232
M782T269,1,0.04100664,-2.414146386,0.772971177
M782T220_2,1,0.68543777,0.418903303,1.041261226
M782T220_3,1,0.256956918,-1.224628189,0.920808102
M783T56,1,0.002814859,5.258790194,3.618296094
M783T220_1,1,0.010305268,-3.399962396,0.899031077
M783T206,1,0.376937607,0.945247283,1.196399968
M783T269,1,0.226260748,-1.313273793,0.885523621
M783T68,1,0.561267227,0.607442063,1.209026561
M784T219,1,0.116213997,-1.813713952,0.931609818
M784T270,1,0.000150803,-5.277468905,0.596223642
M785T219,1,0.595598677,-0.559620411,0.83229249
M785T270,1,0.000188006,-5.146477516,0.590926523
M786T223,1,0.586654159,0.559579059,1.049050512
M786T210,1,0.149183502,1.584422016,1.227557477
M786T269,1,0.000195152,-5.292472162,0.613820497
M787T224_1,1,0.008663344,3.133691258,1.39418679
M787T224_2,1,0.170876759,1.451782938,1.095308459
M787T224_3,1,0.033944592,2.749199873,1.405994758
M787T224_4,1,0.660385122,0.449858345,1.029967363
M787T211,1,0.022821018,2.696653852,1.190731717
M787T269,1,0.000189812,-5.40101439,0.613673444
M787T224_5,1,0.526913279,0.665771719,1.042494861
M787T224_6,1,0.193282361,1.421000473,1.100779199
M787T224_7,1,0.040861157,2.319911262,1.104675997
M787T224_8,1,0.234501295,1.382019247,1.200949397
M788T224_1,1,0.039802478,2.437928521,1.361719512
M788T224_2,1,0.351129861,0.970195715,1.063637748
M788T211,1,0.026671753,2.640354012,1.336680448
M788T269,1,0.314120322,1.10357242,1.200457097
M788T224_3,1,0.028200659,2.722585042,1.236311936
M789T223,1,0.135102719,-1.593460881,0.89662723
M789T211,1,0.606652017,0.537193883,1.044823919
M789T269,1,0.173693608,1.551391903,1.312972723
M789T54,1,0.86568174,-0.17861209,0.958191077
M790T223,1,0.263694314,-1.224426862,0.917814755
M790T211,1,0.855418191,-0.187260836,0.979243516
M790T269,1,0.284290993,1.154276717,1.223778891
M791T223,1,0.679218441,-0.426283459,0.927262943
M792T223,1,0.591956696,-0.599022043,0.925990794
M793T220,1,0.603794317,0.587368784,1.127013508
M793T208,1,0.733820043,0.356199824,1.055435181
M793T216,1,0.34215923,1.055394142,1.143269352
M793T231,1,0.716828489,0.373645695,1.0308799
M794T275,1,0.225221711,-1.333034326,0.774729134
M794T231,1,0.051080551,-2.166866598,0.800044016
M794T568,1,0.750196332,-0.326641257,0.954990327
M794T466,1,0.006534623,3.283796824,1.44439799
M795T214,1,0.11115229,1.848543061,1.309306892
M795T338,1,0.788469721,0.275800925,1.024587984
M796T214,1,0.828686549,-0.224176562,0.958855474
M797T227,1,0.708203594,-0.383904853,0.942113326
M797T218,1,0.026991848,-2.530289296,0.838758877
M797T338,1,0.565586287,0.605345294,1.076286713
M797T214,1,0.620145526,0.535868121,1.1182663
M798T227,1,0.827684211,-0.224566365,0.966116969
M798T218,1,0.071195491,-2.214540145,0.854328193
M798T215,1,0.346614453,-1.055426298,0.784285877
M798T269,1,1.48E-07,-10.37096549,0.542801184
M798T467,1,0.233903468,1.292970473,1.347156284
M799T226,1,0.19051827,-1.405263152,0.868357491
M799T218,1,0.282949167,-1.121874558,0.881687212
M799T223,1,0.865005874,-0.176443745,0.980456712
M799T269,1,4.49E-06,-8.973859495,0.501358937
M800T56,1,0.001135798,4.968039482,4.064974194
M800T268,1,0.000130576,-5.984595176,0.594392643
M801T56,1,0.010072324,4.164512468,3.00456638
M801T222,1,0.515341441,-0.669134032,0.945369204
M801T209,1,0.437687579,0.816851274,1.15341997
M801T268,1,0.001467732,-5.217489186,0.615924156
M802T56,1,0.005691147,4.520927906,3.317405211
M802T222,1,0.658473607,-0.452432189,0.970025646
M802T268,1,0.974691095,0.032878225,1.005419171
M802T275,1,0.45141896,-0.827987361,0.779235732
M803T222,1,0.18751199,-1.404763444,0.870686388
M803T275,1,0.349848681,0.974941568,1.071478084
M804T268,1,0.266522573,1.24248133,1.388831632
M805T219,1,0.511837983,-0.735456597,0.942386025
M805T398,1,0.359011148,-0.95700219,0.934120366
M806T220,1,0.053583029,-2.237739212,0.857849136
M806T265,1,0.17550259,1.558993578,1.375163106
M807T218_1,1,0.33089777,1.132233408,1.131619452
M807T266,1,0.423302918,0.862759688,1.280887193
M808T218,1,0.037355395,2.523120152,1.231569056
M808T266,1,0.194890946,1.496241459,1.407247295
M809T216,1,0.089568276,-1.862110791,0.773242957
M809T266,1,0.112707917,1.882016283,1.438381532
M810T216,1,0.103889784,-1.903953889,0.707116479
M810T269,1,1.71E-06,-8.499926925,0.531454296
M811T301,1,0.718628918,0.37801074,1.039165499
M811T284,1,0.477376054,0.747106583,1.083134559
M811T269,1,4.63E-07,-9.633845778,0.503778404
M812T268,1,6.74E-05,-6.127345365,0.624185038
M813T296,1,0.806483205,0.259213305,1.054517337
M813T216,1,0.544605861,0.649010605,1.054136533
M813T222,1,0.122730454,1.801764842,1.128559751
M813T268,1,0.000137642,-5.723008884,0.636043368
M814T216,1,0.695292396,0.412549816,1.102575723
M814T221,1,0.77643499,0.311550862,1.052013363
M814T268,1,0.009081413,-3.116943507,0.714429472
M815T221,1,0.590797104,0.551282098,1.069125649
M815T268,1,0.01083557,-3.014844033,0.729185519
M816T221,1,0.038995056,2.345550304,1.234761954
M816T268,1,0.362461367,-0.953881966,0.886039892
M816T408,1,0.799964877,0.264036381,1.072356718
M817T228,1,0.284864651,-1.132298082,0.922986979
M817T268,1,0.86532693,0.175938632,1.027765204
M818T56,1,0.000135924,6.401536508,4.865221658
M818T228,1,0.675723502,0.431423085,1.038761631
M819T56,1,0.003807587,4.381476538,3.346228345
M819T228,1,0.020863833,-3.44489762,0.51299058
M820T56,1,0.011936635,3.768452667,2.937249848
M821T216,1,0.008977737,3.642619107,1.208755126
M821T56,1,0.0035771,5.011019863,3.409497367
M822T268,1,0.000144309,-5.465705863,0.518431125
M825T224,1,0.360115594,-0.950473152,0.917318911
M825T214,1,0.15804506,-1.614677718,0.914280948
M826T224,1,0.387975643,0.903931853,1.088493125
M826T267,1,5.40E-05,-7.507811125,0.487792169
M826T408,1,0.201977521,1.358395987,1.469286293
M827T267,1,2.68E-06,-8.283548992,0.327450011
M828T271,1,0.001417917,-4.790745747,0.556631482
M828T267,1,0.001651614,-3.999809605,0.576908243
M829T267,1,0.00127089,-4.20593946,0.559009103
M830T270,1,0.031794538,-2.423411949,0.793868383
M831T210,1,0.535723615,-0.647920116,0.957323754
M831T270,1,0.119448213,-1.670234967,0.810428533
M832T210,1,0.333481522,1.07945396,1.143458139
M832T269,1,0.030328033,-2.864175117,0.535254396
M832T279,1,0.100200084,-1.801494358,0.827444812
M834T268,1,8.03E-06,-7.191826498,0.694465686
M835T214,1,0.000384738,4.921568798,1.279508771
M835T56,1,0.011246504,3.500475809,2.96240124
M835T268,1,0.042212808,-2.31894538,0.814238992
M835T504_1,1,0.561131919,0.601873714,1.149420419
M835T68,1,0.30336485,1.116593023,1.477274081
M835T504_2,1,0.729702354,0.354918649,1.082075149
M836T306,1,3.14E-07,9.661999201,1.614818515
M836T214,1,0.067619731,2.091280724,1.169413689
M836T56,1,0.001384609,5.331674488,3.785476728
M836T268,1,0.257525327,-1.233057359,0.903507492
M836T504,1,0.569011265,0.591000556,1.179113683
M837T306,1,0.002270867,4.794615974,1.640873836
M837T213,1,0.210347415,1.386995835,1.14867528
M837T56,1,0.014121847,3.609725305,3.118440222
M837T268,1,0.175966909,-1.506351142,0.877897726
M838T305,1,0.012085698,3.339967466,1.578437479
M838T213,1,0.542744921,0.63069443,1.103088196
M838T267,1,0.680300829,-0.427961077,0.950107902
M840T56,1,0.045427272,2.32423684,2.571718155
M840T267,1,0.00618463,-3.963520752,0.640526389
M841T56,1,0.039901731,2.42255163,2.438400594
M841T220,1,0.476430893,-0.823201503,0.830266677
M842T56,1,0.195043801,1.442672254,1.82494567
M844T227,1,0.08825599,2.197262773,1.728415898
M845T25,1,0.135867171,-1.652128202,0.68948835
M846T226,1,0.781605015,-0.296819214,0.908678758
M847T25,1,0.102811414,-1.766234884,0.628550451
M849T227,1,0.220337871,-1.354567811,0.920472559
M849T212,1,0.389528252,0.976580398,1.142489335
M849T25,1,0.842260356,-0.204595447,0.942048018
M849T336,1,0.049321896,-2.342733839,0.776290458
M850T227,1,0.536756486,-0.698895445,0.793613263
M850T212,1,0.26232557,1.275238505,1.190599951
M850T268,1,0.004745225,-3.886084843,0.653492584
M852T268,1,0.039325027,-2.321502797,0.822345379
M853T306,1,0.002496221,3.763651791,1.608365204
M853T268,1,0.240998142,-1.281073446,0.791438109
M853T374_1,1,0.958361078,0.055751066,1.014686279
M853T374_2,1,0.40832582,-0.858227458,0.813947287
M858T305,1,0.002322984,4.266945324,1.722961767
M860T302,1,0.689156781,0.409860105,1.023384568
M861T302,1,0.805918539,0.251910661,1.014840789
M862T302,1,0.209308412,1.33733981,1.079793081
M863T303,1,0.082165414,1.968386228,1.420975727
M864T304,1,0.00074725,5.284637486,1.607801474
M865T304,1,0.001617797,4.505306612,1.668401094
M868T219,1,0.59361038,-0.548209967,0.931502076
M869T220,1,0.594651916,0.557020488,1.100082363
M869T25,1,0.101394311,-1.840075591,0.743730793
M870T301,1,0.308223622,-1.060500279,0.946702131
M870T25,1,0.107773154,-1.870724045,0.693830718
M870T508,1,0.172966502,1.464653205,1.385987035
M871T301,1,0.337044063,-1.022000812,0.926841924
M871T25,1,0.402093532,-0.883367053,0.864150592
M871T508_1,1,0.175382019,1.46408749,1.393783716
M871T508_2,1,0.190799703,1.405847201,1.374898608
M871T55,1,0.100216528,1.986557135,2.021503617
M872T224,1,0.310995461,1.167177884,1.387146758
M872T25,1,0.593730655,-0.556938999,0.902395806
M872T508_1,1,0.309915358,1.074285809,1.242935471
M872T508_2,1,0.19602428,1.377393022,1.373590742
M873T224,1,0.065401947,2.08706524,1.359478072
M873T25,1,0.265398163,1.220687144,1.207791753
M873T398,1,0.693050409,-0.41025287,0.963025598
M874T301,1,0.307328717,-1.066988043,0.907185801
M874T25,1,0.278331511,1.189507991,1.208392113
M874T497_1,1,0.095426984,-1.885776625,0.868674812
M874T497_2,1,0.015902396,-3.001331692,0.817040868
M875T497_1,1,0.028928983,-2.644197291,0.844476098
M875T25,1,0.560087718,0.606161713,1.118179846
M875T497_2,1,0.006472063,-3.422442352,0.829509791
M875T497_3,1,0.005016717,-3.46276177,0.827763617
M875T497_4,1,0.058440199,-2.212340972,0.841814244
M876T497,1,0.007434818,-3.567122998,0.66641917
M876T25_1,1,0.013756388,-2.856669777,0.645895054
M876T25_2,1,0.637529305,0.488194064,1.118865112
M877T302,1,0.642530156,-0.477593769,0.969791263
M877T224,1,0.407697525,0.978998258,1.170664793
M878T302,1,0.6395972,0.479739933,1.028391335
M878T25,1,0.397797852,0.904356087,1.166079606
M879T338,1,0.411384725,0.871002569,1.096141931
M879T25,1,0.843081902,-0.202750978,0.968511419
M880T25,1,0.884144507,0.148640908,1.028783769
M880T497_2,1,0.118914835,-1.829543207,0.802303831
M880T497_3,1,0.151114359,-1.665372252,0.828701955
M880T497_4,1,0.696015724,-0.406302484,0.943764666
M881T338,1,0.467300004,0.75607876,1.090396036
M881T304,1,0.000815833,4.845453635,1.655411912
M881T25,1,0.715386687,0.377658331,1.090966459
M881T508,1,0.280368104,1.167305828,1.402338933
M882T303,1,0.82738471,-0.22781132,0.984289435
M882T304,1,0.046850367,2.596246243,1.762586757
M882T508_1,1,0.329366168,1.039680579,1.348488778
M883T303,1,0.916859291,0.107296897,1.006159015
M884T302,1,0.001627417,5.366247603,1.818355539
M886T301,1,0.153657913,1.652700374,1.288683072
M887T301,1,0.048513177,2.519197236,1.616654908
M888T301,1,0.576514879,-0.577211209,0.975476148
M889T301,1,0.656194127,-0.456243854,0.979565819
M890T301,1,0.745876723,-0.33212778,0.985398602
M891T301,1,0.898121454,-0.130561342,0.992926568
M892T301,1,0.029468547,2.503692845,1.298433515
M893T25,1,0.003154762,-4.024542663,0.566123
M895T25_2,1,0.135030656,-1.681440624,0.802572094
M896T216,1,0.232555944,1.3836552,1.314111337
M896T25_2,1,0.228858119,-1.32805305,0.875082549
M897T216,1,0.564565783,0.596280062,1.085010586
M897T25,1,0.139799199,1.684877692,1.228739869
M897T303,1,0.306889176,1.064753842,1.068668816
M898T25,1,0.126257113,1.791247652,1.267259454
M899T25,1,0.062217532,2.186193438,1.325208164
M900T25_1,1,0.021651561,-2.753358525,0.603455808
M900T25_2,1,0.107088436,1.759065132,1.23223575
M901T25_2,1,0.06524847,2.082333683,1.355139139
M902T25_1,1,0.385361657,0.941157515,1.175633002
M902T25_2,1,0.092690548,1.826897115,1.390133613
M903T301,1,0.026359581,3.290656118,1.610654087
M903T25,1,0.21367748,1.349734936,1.167546861
M904T302,1,0.280882356,1.128853478,1.072893601
M904T25,1,0.233059928,1.340543205,1.212762463
M905T301,1,0.50630379,-0.686200226,0.971677939
M905T25,1,0.565365513,0.601349633,1.133631483
M906T301,1,0.855677603,-0.185981984,0.992129095
M907T301,1,0.746725884,0.330092208,1.015494381
M908T301,1,0.532600995,0.65091277,1.07738219
M908T398,1,0.56876667,-0.603771659,0.958442178
M909T304,1,0.077540529,2.212143399,1.517564303
M910T301,1,0.123273995,-1.650859498,0.947566711
M910T304,1,0.002018804,4.91520069,2.011001122
M911T301,1,0.047922008,-2.18528508,0.926072736
M912T300,1,0.676709967,0.428692915,1.025454399
M913T519,1,0.00349054,-3.716886755,0.750170068
M914T300,1,0.09053365,1.8417245,1.363662663
M914T519_1,1,0.004019347,-3.839051991,0.6144108
M914T519_2,1,0.314475549,-1.230661908,0.767499288
M918T302,1,0.956522206,0.055946684,1.00368987
M919T25_2,1,0.004183139,-4.022669582,0.633424595
M920T25_2,1,0.008640531,-3.598610109,0.647700612
M921T25,1,0.25012492,-1.244847426,0.881051386
M921T302,1,0.063412186,2.034478675,1.198371707
M922T25,1,0.373652367,-0.950397121,0.906504999
M923T25,1,0.960254005,-0.051201766,0.994328981
M924T25,1,0.600436788,0.549004714,1.068848255
M925T25_1,1,0.321290834,1.046391644,1.160510507
M926T301,1,0.308665253,-1.071840723,0.949597383
M926T25_1,1,0.038794336,-2.452890444,0.755914849
M926T25_2,1,0.438201778,0.803802646,1.120264615
M927T301,1,0.053046709,-2.150761915,0.905511914
M927T25_1,1,0.417878985,-0.881398024,0.873583822
M928T25_1,1,0.18054137,-1.483507664,0.813788511
M930T301,1,0.01563168,3.566095445,1.532585516
M931T301,1,0.004565476,3.726920479,1.516342613
M932T301,1,0.093699906,-1.810886162,0.917747348
M933T301,1,0.181183706,-1.413876675,0.926468512
M934T301,1,0.243042207,-1.240820234,0.940440911
M935T301,1,0.336506511,-1.009081862,0.921253815
M936T301,1,0.52153923,-0.688987089,0.899244626
M941T398,1,0.730815635,0.356446826,1.037889729
M941T300,1,0.517616931,-0.671547438,0.92239437
M942T25,1,0.252083889,-1.315223932,0.713165744
M943T25_2,1,0.000124893,-5.564907592,0.409897603
M944T25_2,1,0.000890938,-5.01618819,0.334092138
M945T25,1,0.319264763,-1.081082743,0.82878573
M946T301,1,0.182255401,-1.412023879,0.924766478
M946T25,1,0.491670752,-0.724085382,0.882582424
M947T301,1,0.119744013,-1.666404058,0.909295126
M947T25,1,0.418367511,-0.865026366,0.872660537
M948T301,1,0.194031033,-1.38146443,0.893168851
M948T25,1,0.14732984,-1.599916458,0.807475978
M949T301_1,1,0.380388268,-0.918647224,0.914663962
M949T25,1,0.504186212,-0.695337968,0.904464018
M949T301_2,1,0.813592491,-0.2424352,0.980135562
M950T25_1,1,0.066023694,-2.088293443,0.687480144
M950T25_2,1,0.409789743,-0.86492461,0.882437271
M950T301,1,0.795760104,0.264295847,1.016935377
M951T301,1,0.968307457,-0.040873252,0.9963999
M952T301,1,0.309607771,-1.075201768,0.871422217
M963T338,1,0.081144251,1.920104548,1.286858947
M969T25,1,0.002103197,-3.946651197,0.499476681
M970T25,1,0.020709278,-2.818135372,0.626986449
M971T25,1,0.003838886,-3.629356812,0.515935181
M972T25,1,0.283619053,-1.283757505,0.748509667
